,High,Low,Open,Close,Volume,tweets,Marketcap,google_trends,profitability,transaction_fee,change,fluction,price,Date
695,206.80400122400002,188.752688155,189.299101593,204.23024469799998,14865434434.9265,22379510312.3186,4835.0,5.382000000000001,0.0165,0.0165,1,0.0397,212.339079745,2020-02-05
696,214.59770971700001,201.90407252,204.12969536900002,212.339079745,16425589682.5221,23270983771.9064,4277.0,6.726,0.0178,0.0178,1,0.04892,222.72606629,2020-02-06
697,223.14093027,212.30420142900002,212.315888796,222.72606629,16673443564.2959,24412375481.5021,4363.0,7.151,0.0187,0.0187,1,0.00189,223.146521744,2020-02-07
698,226.58809339599998,215.386290214,222.510965248,223.146521744,16741203125.0677,24461492838.843,3934.0,6.617000000000001,0.0184,0.0184,1,0.02434,228.578569991,2020-02-08
699,229.86424688,222.982234885,222.982234885,228.578569991,15031356241.4966,25060056858.7598,4307.0,6.567,0.019,0.019,0,-0.02212,223.52269963,2020-02-09
700,229.184608833,218.080052078,228.54912916700002,223.52269963,16210008511.4996,24508831902.9171,3940.0,6.069,0.0186,0.0186,1,0.05516,235.851199501,2020-02-10
701,236.547127792,218.61761447,223.38493801,235.851199501,16964695963.4936,25863852652.7983,4876.0,6.502000000000001,0.0187,0.0187,1,0.12531,265.406126106,2020-02-11
702,272.39884013299996,235.896275162,235.89821783,265.406126106,24545049385.8684,29108513969.2886,5840.0,10.779000000000002,0.0211,0.0211,1,0.01015,268.099256044,2020-02-12
703,273.741056753,258.922506086,265.052689901,268.099256044,25801317504.3066,29407537084.1234,6045.0,9.241,0.0218,0.0218,1,0.06012,284.217509609,2020-02-13
704,285.056420339,262.762512307,268.02327695099996,284.217509609,23558253462.7508,31179427622.663998,3995.0,8.123,0.022000000000000002,0.022000000000000002,0,-0.06857,264.728585265,2020-02-14
705,287.123696828,264.27967198,284.561303249,264.728585265,23682452994.3183,29045044403.4449,3712.0,8.33,0.0223,0.0223,0,-0.01826,259.894703492,2020-02-15
706,272.88243386,242.48441231200002,264.904049173,259.894703492,25152366643.3689,28518254585.3635,3174.0,7.212000000000001,0.0213,0.0213,1,0.02489,266.363446303,2020-02-16
707,266.871240875,244.33532306799998,259.890552078,266.363446303,26024080088.8484,29231690264.404,4413.0,7.0089999999999995,0.0202,0.0202,1,0.0585,281.94457913400004,2020-02-17
708,283.196145102,261.46388605,266.508806225,281.94457913400004,26511477187.1359,30945457816.3784,5403.0,7.222,0.0215,0.0215,0,-0.07867,259.763962739,2020-02-18
709,283.53793424599996,259.763962739,282.036283234,259.763962739,22679414412.7183,28514562065.0578,4294.0,6.9110000000000005,0.0213,0.0213,0,-0.00699,257.94945502400003,2020-02-19
710,263.695400951,250.951261799,259.819864343,257.94945502400003,23229828870.1201,28318879771.1218,4128.0,6.207000000000001,0.0202,0.0202,1,0.02966,265.60061252400004,2020-02-20
711,267.00484601799997,255.689093416,257.891124589,265.60061252400004,20867593292.2429,29162464509.1563,4166.0,5.5329999999999995,0.0206,0.0206,0,-0.01231,262.331720974,2020-02-21
712,266.387191881,258.91313522900003,265.551572627,262.331720974,16906032861.6085,28807130265.5221,4822.0,5.1080000000000005,0.0202,0.0202,1,0.04354,273.754156046,2020-02-22
713,273.754156046,261.960509305,262.278398469,273.754156046,19585998813.8732,30065188433.327003,4097.0,5.2410000000000005,0.0209,0.0209,0,-0.03119,265.216417336,2020-02-23
714,275.539514719,259.625167292,273.705093013,265.216417336,22400845640.3032,29131114036.5722,4748.0,5.528,0.0205,0.0205,0,-0.0656,247.81759227900002,2020-02-24
715,265.431474789,246.858998262,265.283387365,247.81759227900002,21878882134.0529,27223398194.7017,3707.0,5.292000000000001,0.0203,0.0203,0,-0.08933,225.680265514,2020-02-25
716,249.64970447099998,221.26655528,247.740203914,225.680265514,26235617201.076,24794645345.3129,4174.0,5.672999999999999,0.019,0.019,1,0.00476,226.753395276,2020-02-26
717,237.228921201,212.664520176,225.687043551,226.753395276,25645522789.772003,24915636230.767002,4109.0,5.468,0.0173,0.0173,1,3e-05,226.76050147900003,2020-02-27
718,234.20894104200002,216.346202543,226.987608317,226.76050147900003,22563530559.1046,24919509264.9173,6553.0,5.136,0.0175,0.0175,0,-0.03048,219.84851255,2020-02-28
719,232.256629075,219.84851255,226.83344436,219.84851255,18181296376.3477,24162913195.453,4712.0,4.66,0.0173,0.0173,0,-0.00399,218.970599927,2020-02-29
720,226.677879726,214.130438219,219.752677765,218.970599927,18179807469.1001,24069393931.8345,3433.0,4.223,0.017,0.017,1,0.05297,230.569781825,2020-03-01
721,232.81158033,217.284286992,218.711624433,230.569781825,20305587789.0636,25347534007.3968,4780.0,4.995,0.0177,0.0177,0,-0.02641,224.47962233200002,2020-03-02
722,232.325807587,221.73266090200002,230.523964194,224.47962233200002,19853178572.3478,24681090482.5459,3540.0,4.882,0.0177,0.0177,1,0.00017,224.51797636700002,2020-03-03
723,228.040421197,222.088881473,224.56534451599998,224.51797636700002,16567075208.0566,24688386921.3985,4265.0,4.31,0.0173,0.0173,1,0.02116,229.26818886,2020-03-04
724,234.36446245599998,224.64188787900002,224.64188787900002,229.26818886,18201291785.2961,25213804821.1574,4149.0,4.606,0.0176,0.0176,1,0.06219,243.525299741,2020-03-05
725,243.55497418099998,228.743582094,229.16842728700001,243.525299741,19374772256.2312,26785082138.7094,3379.0,4.315,0.0187,0.0187,0,-0.02329,237.853095033,2020-03-06
